,Root Author,Co Author,Scholar Link
1901,,Maleknaz Nayebi,https://scholar.google.com/citations?user=uSWqDhwAAAAJ&hl=en&oe=ASCII
1902,,Yin Huishi,https://scholar.google.com/citations?user=ZbH2xKMAAAAJ&hl=en&oe=ASCII
1903,,Marlon Dumas,https://scholar.google.com/citations?user=9lIttRkAAAAJ&hl=en&oe=ASCII
1904,,Jil Klünder,https://scholar.google.com/citations?user=ZqnjVDQAAAAJ&hl=en&oe=ASCII
1905,,Paolo Tell,https://scholar.google.com/citations?user=DZV2vjQAAAAJ&hl=en&oe=ASCII
1906,,Stefan Wagner,https://scholar.google.com/citations?user=tXL31ZEAAAAJ&hl=en&oe=ASCII
1907,,Marcos Kalinowski,https://scholar.google.com/citations?user=tKCYoHsAAAAJ&hl=en&oe=ASCII
1908,Martin R. Pfaller,Wolfgang A. Wall,https://scholar.google.com/citations?user=pcGGhdoAAAAJ&hl=en&oe=ASCII
1909,,"Radomir Chabiniok, MD, PhD",https://scholar.google.com/citations?user=l_-r190AAAAJ&hl=en&oe=ASCII
1910,,Alison Lesley Marsden,https://scholar.google.com/citations?user=v-KSymAAAAAJ&hl=en&oe=ASCII
1911,,Ellen Kuhl,https://scholar.google.com/citations?user=jjQDKYYAAAAJ&hl=en&oe=ASCII
1912,,Martin Kronbichler,https://scholar.google.com/citations?user=p56p5PUAAAAJ&hl=en&oe=ASCII
1913,Jean-Frédéric Gerbeau,Miguel A. Fernández,https://scholar.google.com/citations?user=aHqu0GAAAAAJ&hl=en&oe=ASCII
1914,,Dominique Chapelle,https://scholar.google.com/citations?user=UlXQESEAAAAJ&hl=en&oe=ASCII
1915,,Irene E. Vignon Clementel,https://scholar.google.com/citations?user=qUznTGcAAAAJ&hl=en&oe=ASCII
1916,,Philippe Moireau,https://scholar.google.com/citations?user=bxJ_jc4AAAAJ&hl=en&oe=ASCII
1917,,nejib zemzemi,https://scholar.google.com/citations?user=54JBmLEAAAAJ&hl=en&oe=ASCII
1918,,luca formaggia,https://scholar.google.com/citations?user=8J1DFj0AAAAJ&hl=en&oe=ASCII
1919,,"LELIEVRE, TONY",https://scholar.google.com/citations?user=aKjdYBwAAAAJ&hl=en&oe=ASCII
1920,,Fabio Nobile,https://scholar.google.com/citations?user=bFAkwyUAAAAJ&hl=en&oe=ASCII
1921,,Marina Vidrascu,https://scholar.google.com/citations?user=GN4FT7cAAAAJ&hl=en&oe=ASCII
1922,,Alfio Quarteroni,https://scholar.google.com/citations?user=U-iDlKcAAAAJ&hl=en&oe=ASCII
1923,,Cristóbal Bertoglio,https://scholar.google.com/citations?user=OKH0Ii4AAAAJ&hl=en&oe=ASCII
1924,,Celine Grandmont,https://scholar.google.com/citations?user=VmMeOo8AAAAJ&hl=en&oe=ASCII
1925,,C. Alberto Figueroa,https://scholar.google.com/citations?user=4lP7DeQAAAAJ&hl=en&oe=ASCII
1926,,Charles Taylor,https://scholar.google.com/citations?user=euq570kAAAAJ&hl=en&oe=ASCII
1927,,Jacques Sainte-Marie,https://scholar.google.com/citations?user=p8Qc41MAAAAJ&hl=en&oe=ASCII
1928,,Shawn C. Shadden,https://scholar.google.com/citations?user=s43m_UAAAAAJ&hl=en&oe=ASCII
1929,,Charbel Farhat,https://scholar.google.com/citations?user=FVtXBlwAAAAJ&hl=en&oe=ASCII
1930,,Annabelle Collin,https://scholar.google.com/citations?user=P4HO7JUAAAAJ&hl=en&oe=ASCII
1931,,Alfonso Caiazzo,https://scholar.google.com/citations?user=-GF8Pf4AAAAJ&hl=en&oe=ASCII
1932,Damiano Lombardi,Jean-Frédéric Gerbeau,https://scholar.google.com/citations?user=_GYNP-wAAAAJ&hl=en&oe=ASCII
1933,,Angelo Iollo,https://scholar.google.com/citations?user=cqDWVR8AAAAJ&hl=en&oe=ASCII
1934,,Virginie Ehrlacher,https://scholar.google.com/citations?user=Ug3kLyMAAAAJ&hl=en&oe=ASCII
1935,,Olivier Saut,https://scholar.google.com/citations?user=oIWn4NwAAAAJ&hl=en&oe=ASCII
1936,,Olga Mula,https://scholar.google.com/citations?user=gIu94wkAAAAJ&hl=en&oe=ASCII
1937,,Eliott Tixier,https://scholar.google.com/citations?user=xMG_bPwAAAAJ&hl=en&oe=ASCII
1938,,Matteo Aletti,https://scholar.google.com/citations?user=PmS4L9UAAAAJ&hl=en&oe=ASCII
1939,,Sanjay Pant,https://scholar.google.com/citations?user=2SqUkIsAAAAJ&hl=en&oe=ASCII
1940,,François H. CORNELIS,https://scholar.google.com/citations?user=-L7xF8YAAAAJ&hl=en&oe=ASCII
1941,,Emmanuel Maitre,https://scholar.google.com/citations?user=vo3yS9wAAAAJ&hl=en&oe=ASCII
1942,,FRANCOISE BONICHON,https://scholar.google.com/citations?user=waEadBYAAAAJ&hl=en&oe=ASCII
1943,,Michel Bergmann,https://scholar.google.com/citations?user=2yiMTDMAAAAJ&hl=en&oe=ASCII
1944,Jean-Michel Ghidaglia,Frederic Dias,https://scholar.google.com/citations?user=zosSDpwAAAAJ&hl=en&oe=ASCII
1945,,Roger M. Temam,https://scholar.google.com/citations?user=xzhgnosAAAAJ&hl=en&oe=ASCII
1946,,Frédéric P. Pascal,https://scholar.google.com/citations?user=ZnoNScoAAAAJ&hl=en&oe=ASCII
1947,,Jean-Michel Coron,https://scholar.google.com/citations?user=P_fqMtgAAAAJ&hl=en&oe=ASCII
1948,,Miroslaw (Mirek) Lech Kaminski,https://scholar.google.com/citations?user=Pvpv91rl_pQC&hl=en&oe=ASCII
1949,,Denys Dutykh,https://scholar.google.com/citations?user=cvOVca4AAAAJ&hl=en&oe=ASCII
1950,,ahmed amine mrabet,https://scholar.google.com/citations?user=N8I5g8sAAAAJ&hl=en&oe=ASCII
1951,,Nicholas Kevlahan,https://scholar.google.com/citations?user=OO681dUAAAAJ&hl=en&oe=ASCII
1952,,scolan,https://scholar.google.com/citations?user=envpMF4AAAAJ&hl=en&oe=ASCII
1953,,Nicolas Vayatis,https://scholar.google.com/citations?user=IsPkE1wAAAAJ&hl=en&oe=ASCII
1954,,Bruno Blais,https://scholar.google.com/citations?user=BaiESu4AAAAJ&hl=en&oe=ASCII
1955,,Paul Christodoulides,https://scholar.google.com/citations?user=taQfkX0AAAAJ&hl=en&oe=ASCII
1956,,David Le Touzé,https://scholar.google.com/citations?user=GVc33MgAAAAJ&hl=en&oe=ASCII
1957,,"Mohammad Karimi, Full Professor",https://scholar.google.com/citations?user=1ZthKTEAAAAJ&hl=en&oe=ASCII
1958,Raphaèle Herbin,Jerome Droniou,https://scholar.google.com/citations?user=Q554yQoAAAAJ&hl=en&oe=ASCII
1959,,Tan-Trung NGUYEN,https://scholar.google.com/citations?user=VU5-vAMAAAAJ&hl=en&oe=ASCII
1960,,Mario Ohlberger,https://scholar.google.com/citations?user=_tak_E0AAAAJ&hl=en&oe=ASCII
1961,,Danielle Hilhorst,https://scholar.google.com/citations?user=FaP1GN0AAAAJ&hl=en&oe=ASCII
1962,,Robert Klöfkorn,https://scholar.google.com/citations?user=br4FCQcAAAAJ&hl=en&oe=ASCII
1963,,Marie Hélène Vignal,https://scholar.google.com/citations?user=w1f3Wj8AAAAJ&hl=en&oe=ASCII
1964,,Tracy Lawson,https://scholar.google.com/citations?user=jHzpLOMAAAAJ&hl=en&oe=ASCII
1965,,Abdallah Bradji,https://scholar.google.com/citations?user=a7jJJ5cAAAAJ&hl=en&oe=ASCII
1966,,Stéphane Gerbi,https://scholar.google.com/citations?user=iuUNlLQAAAAJ&hl=en&oe=ASCII
1967,,James I L Morison,https://scholar.google.com/citations?user=6CkFd-gAAAAJ&hl=en&oe=ASCII
1968,,Yves Coudière,https://scholar.google.com/citations?user=XFHuPvAAAAAJ&hl=en&oe=ASCII
1969,,PD Dr. Alexander Linke,https://scholar.google.com/citations?user=RtfVLZMAAAAJ&hl=en&oe=ASCII
1970,,Damien Fournier,https://scholar.google.com/citations?user=SVKNjFkAAAAJ&hl=en&oe=ASCII
1971,,Karol Mikula,https://scholar.google.com/citations?user=nM3oZ78AAAAJ&hl=en&oe=ASCII
1972,,Hans Mittelmann,https://scholar.google.com/citations?user=hOhfsQ0AAAAJ&hl=en&oe=ASCII
1973,Manuel Kauers,Shaoshi Chen,https://scholar.google.com/citations?user=xcw7HQ0AAAAJ&hl=en&oe=ASCII
1974,,Christoph Koutschan,https://scholar.google.com/citations?user=c71B9HQAAAAJ&hl=en&oe=ASCII
1975,,Carsten Schneider,https://scholar.google.com/citations?user=evq-NJcAAAAJ&hl=en&oe=ASCII
1976,,Alin Bostan,https://scholar.google.com/citations?user=Ou4ScHsAAAAJ&hl=en&oe=ASCII
1977,,Peter Paule,https://scholar.google.com/citations?user=4sROrLoAAAAJ&hl=en&oe=ASCII
1978,,Armin Biere,https://scholar.google.com/citations?user=V6ES1nIAAAAJ&hl=en&oe=ASCII
1979,,Daniela Kaufmann,https://scholar.google.com/citations?user=pQOKeK4AAAAJ&hl=en&oe=ASCII
1980,,Stefan Gerhold,https://scholar.google.com/citations?user=u5ze_LIAAAAJ&hl=en&oe=ASCII
1981,,Martina Seidl,https://scholar.google.com/citations?user=SBGtDbMAAAAJ&hl=en&oe=ASCII
1982,,Frédéric Chyzak,https://scholar.google.com/citations?user=15tVIikAAAAJ&hl=en&oe=ASCII
1983,,Mark van Hoeij,https://scholar.google.com/citations?user=HQ0bQsQAAAAJ&hl=en&oe=ASCII
1984,,Michael  F Singer,https://scholar.google.com/citations?user=O5QvIdMAAAAJ&hl=en&oe=ASCII
1985,,Marijn Heule,https://scholar.google.com/citations?user=5Bu6aSMAAAAJ&hl=en&oe=ASCII
1986,,Johannes Bluemlein,https://scholar.google.com/citations?user=9l8LUisAAAAJ&hl=en&oe=ASCII
1987,,Bruno Buchberger,https://scholar.google.com/citations?user=Phw98IAAAAAJ&hl=en&oe=ASCII
1988,,Fredrik Johansson,https://scholar.google.com/citations?user=UB5V6voAAAAJ&hl=en&oe=ASCII
1989,,Manfred Buchacher,https://scholar.google.com/citations?user=o5gRvXMAAAAJ&hl=en&oe=ASCII
1990,,Ryan O'Donnell,https://scholar.google.com/citations?user=Z8U0BwcAAAAJ&hl=en&oe=ASCII
1991,,Yuan Zhou,https://scholar.google.com/citations?user=j4Fshz0AAAAJ&hl=en&oe=ASCII
1992,,Li-Yang Tan,https://scholar.google.com/citations?user=pXzn2akAAAAJ&hl=en&oe=ASCII
1993,Matthew Hirn,Guy Wolf,https://scholar.google.com/citations?user=g0k3SjcAAAAJ&hl=en&oe=ASCII
1994,,Smita Krishnaswamy,https://scholar.google.com/citations?user=l2Pr9m8AAAAJ&hl=en&oe=ASCII
1995,,Ronald Coifman,https://scholar.google.com/citations?user=z87PLsgAAAAJ&hl=en&oe=ASCII
1996,,Kevin R. Moon,https://scholar.google.com/citations?user=CkwC_ikAAAAJ&hl=en&oe=ASCII
1997,,Daniel B Burkhardt,https://scholar.google.com/citations?user=I6nEXZMAAAAJ&hl=en&oe=ASCII
1998,,Natalia Ivanova,https://scholar.google.com/citations?user=gFus-3YAAAAJ&hl=en&oe=ASCII
1999,,David van Dijk,https://scholar.google.com/citations?user=fjjZr6UAAAAJ&hl=en&oe=ASCII
2000,,Stephane Mallat,https://scholar.google.com/citations?user=g_YTmSgAAAAJ&hl=en&oe=ASCII
2001,,Michael Perlmutter,https://scholar.google.com/citations?user=3eoqaDsAAAAJ&hl=en&oe=ASCII
2002,,Georgios Exarchakis,https://scholar.google.com/citations?user=Bh7Pef0AAAAJ&hl=en&oe=ASCII
2003,,Feng Gao,https://scholar.google.com/citations?user=edoZR8oAAAAJ&hl=en&oe=ASCII
2004,,William S Chen,https://scholar.google.com/citations?user=-WNSnkgAAAAJ&hl=en&oe=ASCII
2005,,Louis THIRY,https://scholar.google.com/citations?user=CrfXOCMAAAAJ&hl=en&oe=ASCII
2006,,Tomás Angles,https://scholar.google.com/citations?user=RIH68D0AAAAJ&hl=en&oe=ASCII
2007,,Roberto Fabio Leonarduzzi,https://scholar.google.com/citations?user=NZHkNV8AAAAJ&hl=en&oe=ASCII
2008,,Eugene Belilovsky,https://scholar.google.com/citations?user=CffJDoEAAAAJ&hl=en&oe=ASCII
2009,,Joan Bruna,https://scholar.google.com/citations?user=L4bNmsMAAAAJ&hl=en&oe=ASCII
2010,,Vincent Lostanlen,https://scholar.google.com/citations?user=t4JImu0AAAAJ&hl=en&oe=ASCII
2011,,Carmine Emanuele Cella,https://scholar.google.com/citations?user=ai5ebQkAAAAJ&hl=en&oe=ASCII
2012,John H Lienhard,Syed M. Zubair,https://scholar.google.com/citations?user=KkRpPCcAAAAJ&hl=en&oe=ASCII
2013,,David M. Warsinger,https://scholar.google.com/citations?user=-JuT3_MAAAAJ&hl=en&oe=ASCII
2014,,Ronan Killian McGovern,https://scholar.google.com/citations?user=K0TW4ggAAAAJ&hl=en&oe=ASCII
2015,,Jaichander Swaminathan,https://scholar.google.com/citations?user=DYE89aUAAAAJ&hl=en&oe=ASCII
2016,,Mostafa H Sharqawy,https://scholar.google.com/citations?user=IAS1nCIAAAAJ&hl=en&oe=ASCII
2017,,Emily W. Tow,https://scholar.google.com/citations?user=PqGvm9wAAAAJ&hl=en&oe=ASCII
2018,,Karan Mistry,https://scholar.google.com/citations?user=VDTwZWYAAAAJ&hl=en&oe=ASCII
2019,,Prof. Hassan Arafat,https://scholar.google.com/citations?user=sTToKZQAAAAJ&hl=en&oe=ASCII
2020,,Kishor Govind Nayar,https://scholar.google.com/citations?user=uj8fp9cAAAAJ&hl=en&oe=ASCII
2021,,Hyung Won Chung,https://scholar.google.com/citations?user=1CAlXvYAAAAJ&hl=en&oe=ASCII
2022,,M. A. Antar,https://scholar.google.com/citations?user=e8p63tEAAAAJ&hl=en&oe=ASCII
2023,,Leonardo Banchik,https://scholar.google.com/citations?user=W5g4guoAAAAJ&hl=en&oe=ASCII
2024,,Karim M. Chehayeb,https://scholar.google.com/citations?user=SY2lv64AAAAJ&hl=en&oe=ASCII
2025,,Ivan Catton,https://scholar.google.com/citations?user=cTy5nxwAAAAJ&hl=en&oe=ASCII
2026,,Omar Labban,https://scholar.google.com/citations?user=g4h5j3IAAAAJ&hl=en&oe=ASCII
2027,,Sheen Liu,https://scholar.google.com/citations?user=Z30JLrIAAAAJ&hl=en&oe=ASCII
2028,,Yvana D. Ahdab,https://scholar.google.com/citations?user=zOXF_9MAAAAJ&hl=en&oe=ASCII
2029,,Adam Michael Weiner,https://scholar.google.com/citations?user=VaxfhD0AAAAJ&hl=en&oe=ASCII
2030,,Quantum J. Wei,https://scholar.google.com/citations?user=w3p5rwcAAAAJ&hl=en&oe=ASCII
2031,,Anand Krishnan Plappally,https://scholar.google.com/citations?user=i4H1DSwAAAAJ&hl=en&oe=ASCII
2032,Christian Klingenberg,Praveen Chandrashekar,https://scholar.google.com/citations?user=9Mb6H7EAAAAJ&hl=en&oe=ASCII
2033,,Nils Henrik Risebro,https://scholar.google.com/citations?user=CRERYkAAAAAJ&hl=en&oe=ASCII
2034,,M. Ryan Joung,https://scholar.google.com/citations?user=1kbVOxQAAAAJ&hl=en&oe=ASCII
2035,,Mordecai-Mark Mac Low,https://scholar.google.com/citations?user=8hZrNjMAAAAJ&hl=en&oe=ASCII
2036,,L. Matthew Haffner,https://scholar.google.com/citations?user=vg_nw0AAAAAJ&hl=en&oe=ASCII
2037,,Volker Springel,https://scholar.google.com/citations?user=hLXjO8QAAAAJ&hl=en&oe=ASCII
2038,,Gabriella Puppo,https://scholar.google.com/citations?user=I24a2_0AAAAJ&hl=en&oe=ASCII
2039,,James Glimm,https://scholar.google.com/citations?user=Z7BXUJIAAAAJ&hl=en&oe=ASCII
2040,,Yinhua Xia,https://scholar.google.com/citations?user=yZN18poAAAAJ&hl=en&oe=ASCII
2041,,Rony Touma,https://scholar.google.com/citations?user=56Dfb30AAAAJ&hl=en&oe=ASCII
2042,,Philipp Edelmann,https://scholar.google.com/citations?user=cRMDv1oAAAAJ&hl=en&oe=ASCII
2043,,Christoph Federrath,https://scholar.google.com/citations?user=XKCyelMAAAAJ&hl=en&oe=ASCII
2044,,Kenneth H. Karlsen,https://scholar.google.com/citations?user=vgNFtwoAAAAJ&hl=en&oe=ASCII
2045,,Jens C. Niemeyer,https://scholar.google.com/citations?user=E9MGtbQAAAAJ&hl=en&oe=ASCII
2046,,Leonardo Rendon Arbelaez,https://scholar.google.com/citations?user=5U0ZQxcAAAAJ&hl=en&oe=ASCII
2047,,Gui-Qiang G. Chen,https://scholar.google.com/citations?user=CAYYnTYAAAAJ&hl=en&oe=ASCII
2048,,Ujjwal Koley,https://scholar.google.com/citations?user=4Wb4jeEAAAAJ&hl=en&oe=ASCII
2049,,Andreas Bauer,https://scholar.google.com/citations?user=juXXvk8AAAAJ&hl=en&oe=ASCII
2050,,Juan Pablo Gallego-Valencia,https://scholar.google.com/citations?user=5n5WuykAAAAJ&hl=en&oe=ASCII
2051,,Stefan Grosskinsky,https://scholar.google.com/citations?user=5ErACN4AAAAJ&hl=en&oe=ASCII
2052,William Rundell ,Michael Pilant,https://scholar.google.com/citations?user=-YAanwMAAAAJ&hl=en&oe=ASCII
2053,,Paul Sacks,https://scholar.google.com/citations?user=LHG0j5oAAAAJ&hl=en&oe=ASCII
2054,,Bangti Jin,https://scholar.google.com/citations?user=8Axgx3wAAAAJ&hl=en&oe=ASCII
2055,,Barbara Kaltenbacher,https://scholar.google.com/citations?user=o6qc9IoAAAAJ&hl=en&oe=ASCII
2056,,Zhidong Zhang,https://scholar.google.com/citations?user=xaZC9gkAAAAJ&hl=en&oe=ASCII
2057,,Yikan Liu,https://scholar.google.com/citations?user=tj7xB8gAAAAJ&hl=en&oe=ASCII
2058,,Yuri Luchko,https://scholar.google.com/citations?user=aJjMk9QAAAAJ&hl=en&oe=ASCII
2059,,Xiang Xu,https://scholar.google.com/citations?user=Ac5R1QEAAAAJ&hl=en&oe=ASCII
2060,,Gang Bao,https://scholar.google.com/citations?user=fftUmC8AAAAJ&hl=en&oe=ASCII
2061,Srinjoy Das,Ken Kreutz-Delgado,https://scholar.google.com/citations?user=ZyEhJAMAAAAJ&hl=en&oe=ASCII
2062,,Gert Cauwenberghs,https://scholar.google.com/citations?user=KZQz_7AAAAAJ&hl=en&oe=ASCII
2063,,Ian Colbert,https://scholar.google.com/citations?user=D8oaB1AAAAAJ&hl=en&oe=ASCII
2064,,Xinyu Zhang,https://scholar.google.com/citations?user=IDgX8OkAAAAJ&hl=en&oe=ASCII
2065,,Dimitris N. Politis,https://scholar.google.com/citations?user=8vW-qbgAAAAJ&hl=en&oe=ASCII
2066,,John Arthur,https://scholar.google.com/citations?user=baI292cAAAAJ&hl=en&oe=ASCII
2067,,Bryan Jackson,https://scholar.google.com/citations?user=X8A_angAAAAJ&hl=en&oe=ASCII
2068,,Paul Merolla,https://scholar.google.com/citations?user=8dA3jnsAAAAJ&hl=en&oe=ASCII
2069,,Andrew S. Cassidy,https://scholar.google.com/citations?user=R7BvSIYAAAAJ&hl=en&oe=ASCII
2070,,Haikun Zhu,https://scholar.google.com/citations?user=8g6BRxQAAAAJ&hl=en&oe=ASCII
2071,,Ojash Neopane,https://scholar.google.com/citations?user=lmAQ1l8AAAAJ&hl=en&oe=ASCII
2072,,Ery Arias-Castro,https://scholar.google.com/citations?user=pZlRLMYAAAAJ&hl=en&oe=ASCII
2073,Cécile Levasseur,Frédéric Violleau,https://scholar.google.com/citations?user=AagYG9MAAAAJ&hl=en&oe=ASCII
2074,Jan F. Prins,Wei Wang,https://scholar.google.com/citations?user=UedS9LQAAAAJ&hl=en&oe=ASCII
2075,,Jun (Luke)  Huan,https://scholar.google.com/citations?user=pu00nBoAAAAJ&hl=en&oe=ASCII
2076,,Lars Nyland,https://scholar.google.com/citations?user=l5XZcMkAAAAJ&hl=en&oe=ASCII
2077,,Stephen L. Olivier,https://scholar.google.com/citations?user=ah9UT0oAAAAJ&hl=en&oe=ASCII
2078,,Alexander Tropsha,https://scholar.google.com/citations?user=inPIy48AAAAJ&hl=en&oe=ASCII
2079,,Jack Snoeyink,https://scholar.google.com/citations?user=fIoDWp8AAAAJ&hl=en&oe=ASCII
2080,,Deepak Bandyopadhyay,https://scholar.google.com/citations?user=nHLzQDoAAAAJ&hl=en&oe=ASCII
2081,,Derek Chiang,https://scholar.google.com/citations?user=mS1h9OMAAAAJ&hl=en&oe=ASCII
2082,,John Reif,https://scholar.google.com/citations?user=Er-gEaoAAAAJ&hl=en&oe=ASCII
2083,,Thomas Reps,https://scholar.google.com/citations?user=pwhyTq0AAAAJ&hl=en&oe=ASCII
2084,,P Sadayappan,https://scholar.google.com/citations?user=JN4tlsMAAAAJ&hl=en&oe=ASCII
2085,,Charles M. Perou,https://scholar.google.com/citations?user=JCqzqUMAAAAJ&hl=en&oe=ASCII
2086,,Cass T. Miller,https://scholar.google.com/citations?user=Mluh2JAAAAAJ&hl=en&oe=ASCII
2087,,Corbin Jones,https://scholar.google.com/citations?user=ysE8SHsAAAAJ&hl=en&oe=ASCII
2088,,Yin Hu,https://scholar.google.com/citations?user=FpCIO_cAAAAJ&hl=en&oe=ASCII
2089,,Mark Harris,https://scholar.google.com/citations?user=pxbPE_cAAAAJ&hl=en&oe=ASCII
2090,,David Gries,https://scholar.google.com/citations?user=Ormag-QAAAAJ&hl=en&oe=ASCII
2091,,Chongxun Pan,https://scholar.google.com/citations?user=TVoQgX4TapcC&hl=en&oe=ASCII
2092,,Jinze Liu,https://scholar.google.com/citations?user=ZdaQdOsAAAAJ&hl=en&oe=ASCII
2093,Bentley James Oakes,Hans Vangheluwe,https://scholar.google.com/citations?user=DhPe1j4AAAAJ&hl=en&oe=ASCII
2094,,Joachim Denil,https://scholar.google.com/citations?user=k33GvKMAAAAJ&hl=en&oe=ASCII
2095,,Levi Lucio,https://scholar.google.com/citations?user=pIXHUbMAAAAJ&hl=en&oe=ASCII
2096,,Mehrdad Moradi,https://scholar.google.com/citations?user=vbOryd4AAAAJ&hl=en&oe=ASCII
2097,,Cláudio Ângelo Gonçalves Gomes,https://scholar.google.com/citations?user=PLq1Lv8AAAAJ&hl=en&oe=ASCII
2098,,Simon Van Mierlo,https://scholar.google.com/citations?user=NONL4oMAAAAJ&hl=en&oe=ASCII
2099,,Javier Troya,https://scholar.google.com/citations?user=6Gdib5MAAAAJ&hl=en&oe=ASCII
2100,,Manuel Wimmer,https://scholar.google.com/citations?user=YZDY1psAAAAJ&hl=en&oe=ASCII
2101,,Bert Van Acker,https://scholar.google.com/citations?user=XNjU0iQAAAAJ&hl=en&oe=ASCII
2102,,Bart Meyers,https://scholar.google.com/citations?user=KKLeChQAAAAJ&hl=en&oe=ASCII
2103,,Romain Franceschini,https://scholar.google.com/citations?user=gVAKVKQAAAAJ&hl=en&oe=ASCII
2104,,Moharram Challenger,https://scholar.google.com/citations?user=pINGpc8AAAAJ&hl=en&oe=ASCII
2105,,Ali Parsai,https://scholar.google.com/citations?user=53-abgkAAAAJ&hl=en&oe=ASCII
2106,,Houari Sahraoui,https://scholar.google.com/citations?user=xsUkTCEAAAAJ&hl=en&oe=ASCII
2107,,Michalis Famelis,https://scholar.google.com/citations?user=oqHf2lQAAAAJ&hl=en&oe=ASCII
2108,Bryan A. Oakley,John W. King,https://scholar.google.com/citations?user=e0Wx-j4AAAAJ&hl=en&oe=ASCII
2109,,Annette Grilli,https://scholar.google.com/citations?user=2X1lMXUAAAAJ&hl=en&oe=ASCII
2110,,Emily J. Shumchenia,https://scholar.google.com/citations?user=u9V0FkoAAAAJ&hl=en&oe=ASCII
2111,,Mark Borrelli,https://scholar.google.com/citations?user=ZCL4QjQAAAAJ&hl=en&oe=ASCII
2112,,Bryan Legare,https://scholar.google.com/citations?user=Ys-NvgEAAAAJ&hl=en&oe=ASCII
2113,,Robert Hollis,https://scholar.google.com/citations?user=AvXL0DIAAAAJ&hl=en&oe=ASCII
2114,,Carol Thornber,https://scholar.google.com/citations?user=pgnBepoAAAAJ&hl=en&oe=ASCII
2115,,Brad Hubeny,https://scholar.google.com/citations?user=a8_JWuAAAAAJ&hl=en&oe=ASCII
2116,,Peter John Stempel,https://scholar.google.com/citations?user=zFVCgpAAAAAJ&hl=en&oe=ASCII
2117,Constantin Daniel OANCEA,Ciprian Mihai Coman,https://scholar.google.com/citations?user=yE78-XAAAAAJ&hl=en&oe=ASCII
2118,,Tudorache Tiberiu,https://scholar.google.com/citations?user=EfO52oQAAAAJ&hl=en&oe=ASCII
2119,,Viorel PETRE,https://scholar.google.com/citations?user=qqUsxT8AAAAJ&hl=en&oe=ASCII
2120,,Liviu Kreindler,https://scholar.google.com/citations?user=ls2SF6UAAAAJ&hl=en&oe=ASCII
2121,,Valentin Boicea,https://scholar.google.com/citations?user=sGXZtj4AAAAJ&hl=en&oe=ASCII
2122,,Adrian Nedelcu,https://scholar.google.com/citations?user=ORWx71UAAAAJ&hl=en&oe=ASCII
2123,,Florin Ciprian Argatu,https://scholar.google.com/citations?user=E7w4G7cAAAAJ&hl=en&oe=ASCII
2124,,Laurentiu Marius Dumitran,https://scholar.google.com/citations?user=Gf4PzmoAAAAJ&hl=en&oe=ASCII
2125,,Gabriela Dumitran,https://scholar.google.com/citations?user=vGlgEawAAAAJ&hl=en&oe=ASCII
2126,,Dan Olaru,https://scholar.google.com/citations?user=BcwZpncAAAAJ&hl=en&oe=ASCII
2127,,Dorian Sidea,https://scholar.google.com/citations?user=WfSvNEYAAAAJ&hl=en&oe=ASCII
2128,,Radu Plamanescu,https://scholar.google.com/citations?user=Gk_VPcQAAAAJ&hl=en&oe=ASCII
2129,,Ana-Maria Dumitrescu,https://scholar.google.com/citations?user=npwh_OMAAAAJ&hl=en&oe=ASCII
2130,Hussein OBEID,SALAH LAGHROUCHE,https://scholar.google.com/citations?user=wDS6t8EAAAAJ&hl=en&oe=ASCII
2131,,Leonid Fridman,https://scholar.google.com/citations?user=PttzaZwAAAAJ&hl=en&oe=ASCII
2132,,Mohamed Harmouche,https://scholar.google.com/citations?user=HTr5ZmkAAAAJ&hl=en&oe=ASCII
2133,,Yacine Chitour,https://scholar.google.com/citations?user=L6Fy4cgAAAAJ&hl=en&oe=ASCII
2134,,Abdesslem Djerdir,https://scholar.google.com/citations?user=iK5JXmwAAAAJ&hl=en&oe=ASCII
2135,,Mickaël HILAIRET,https://scholar.google.com/citations?user=dx_IssIAAAAJ&hl=en&oe=ASCII
