,Root Author,Co Author,Scholar Link
1653,,Bing Li,https://scholar.google.com/citations?user=3rcl1kkAAAAJ&hl=en&oe=ASCII
1654,,Tuomas Orponen,https://scholar.google.com/citations?user=n4y2RcYAAAAJ&hl=en&oe=ASCII
1655,,Henry W J Reeve,https://scholar.google.com/citations?user=VPDWCGUAAAAJ&hl=en&oe=ASCII
1656,,Sascha Troscheit,https://scholar.google.com/citations?user=oTVDYhcAAAAJ&hl=en&oe=ASCII
1657,,Dmitry Beliaev,https://scholar.google.com/citations?user=ZvYGtf8AAAAJ&hl=en&oe=ASCII
1658,,Stanislav Smirnov,https://scholar.google.com/citations?user=3kYAaRcAAAAJ&hl=en&oe=ASCII
1659,,Christoph Bandt,https://scholar.google.com/citations?user=wmNv__MAAAAJ&hl=en&oe=ASCII
1660,Michael Kaess,John Leonard,https://scholar.google.com/citations?user=WPe7vWwAAAAJ&hl=en&oe=ASCII
1661,,Frank Dellaert,https://scholar.google.com/citations?user=ZxXBaswAAAAJ&hl=en&oe=ASCII
1662,,Hordur Johannsson,https://scholar.google.com/citations?user=uuchf0AAAAAJ&hl=en&oe=ASCII
1663,,John McDonald,https://scholar.google.com/citations?user=MrI1EV4AAAAJ&hl=en&oe=ASCII
1664,,Thomas Whelan,https://scholar.google.com/citations?user=ImjOWWEAAAAJ&hl=en&oe=ASCII
1665,,Maurice Fallon,https://scholar.google.com/citations?user=BqV8LaoAAAAJ&hl=en&oe=ASCII
1666,,Richard Roberts,https://scholar.google.com/citations?user=YM7liBcAAAAJ&hl=en&oe=ASCII
1667,,Ananth Ranganathan,https://scholar.google.com/citations?user=zk0VxL8AAAAJ&hl=en&oe=ASCII
1668,,Lipu Zhou,https://scholar.google.com/citations?user=iwYujisAAAAJ&hl=en&oe=ASCII
1669,,Viorela Ila,https://scholar.google.com/citations?user=HeaQbWsAAAAJ&hl=en&oe=ASCII
1670,,Eric Westman,https://scholar.google.com/citations?user=hSLGXawAAAAJ&hl=en&oe=ASCII
1671,,Sanjiv Singh,https://scholar.google.com/citations?user=IxCZDBQAAAAJ&hl=en&oe=ASCII
1672,,Paloma Sodhi,https://scholar.google.com/citations?user=LI7rp1QAAAAJ&hl=en&oe=ASCII
1673,,Joshua Gary Mangelson,https://scholar.google.com/citations?user=PBFqKyQAAAAJ&hl=en&oe=ASCII
1674,,Ming Hsiao,https://scholar.google.com/citations?user=s-LrBaoAAAAJ&hl=en&oe=ASCII
1675,,Guoquan (Paul) Huang,https://scholar.google.com/citations?user=trMUyZIAAAAJ&hl=en&oe=ASCII
1676,,Brendan Englot,https://scholar.google.com/citations?user=Nd6tX_kAAAAJ&hl=en&oe=ASCII
1677,,Ryan M. Eustice,https://scholar.google.com/citations?user=WroYmiAAAAAJ&hl=en&oe=ASCII
1678,,Vadim Indelman,https://scholar.google.com/citations?user=nY6P_nwAAAAJ&hl=en&oe=ASCII
1679,,Sebastian Scherer,https://scholar.google.com/citations?user=gxoPfIYAAAAJ&hl=en&oe=ASCII
1680,Tobias Kärner,Karin Heinrichs,https://scholar.google.com/citations?user=EYFOALMAAAAJ&hl=en&oe=ASCII
1681,,Stephan Schumann,https://scholar.google.com/citations?user=nodLt0oAAAAJ&hl=en&oe=ASCII
1682,,Caroline Bonnes,https://scholar.google.com/citations?user=jSrUDMMAAAAJ&hl=en&oe=ASCII
1683,,Marc Egloffstein,https://scholar.google.com/citations?user=h4mU8DcAAAAJ&hl=en&oe=ASCII
1684,,Andreas Rausch,https://scholar.google.com/citations?user=YrPs4AIAAAAJ&hl=en&oe=ASCII
1685,,Elisabeth Maué,https://scholar.google.com/citations?user=ZAGKXewAAAAJ&hl=en&oe=ASCII
1686,,Prof. Dr. Claus H. Carstensen,https://scholar.google.com/citations?user=pm7E2ZkAAAAJ&hl=en&oe=ASCII
1687,,Moritz Krell,https://scholar.google.com/citations?user=cBpTYLUAAAAJ&hl=en&oe=ASCII
1688,,Michael Goller,https://scholar.google.com/citations?user=qaHESRYAAAAJ&hl=en&oe=ASCII
1689,,Maike Krannich,https://scholar.google.com/citations?user=AB8n8CEAAAAJ&hl=en&oe=ASCII
1690,Ozgur Kafali,Kostas Stathis,https://scholar.google.com/citations?user=6Kwf-xkAAAAJ&hl=en&oe=ASCII
1691,,Munindar P Singh,https://scholar.google.com/citations?user=qNznu3kAAAAJ&hl=en&oe=ASCII
1692,,Pınar Yolum,https://scholar.google.com/citations?user=lbdyKlYAAAAJ&hl=en&oe=ASCII
1693,,Laurie Williams,https://scholar.google.com/citations?user=Cln2viUAAAAJ&hl=en&oe=ASCII
1694,,Paolo Torroni,https://scholar.google.com/citations?user=uOZZjwsAAAAJ&hl=en&oe=ASCII
1695,,Nirav Ajmeri,https://scholar.google.com/citations?user=aACjWd8AAAAJ&hl=en&oe=ASCII
1696,,Alfonso E. Romero,https://scholar.google.com/citations?user=ON4aTIIAAAAJ&hl=en&oe=ASCII
1697,,Ulrich Schaechtle,https://scholar.google.com/citations?user=-_eJqYQAAAAJ&hl=en&oe=ASCII
1698,,Mitja Luštrek,https://scholar.google.com/citations?user=4MRtp8sAAAAJ&hl=en&oe=ASCII
1699,,Božidara Cvetković,https://scholar.google.com/citations?user=4_q8alIAAAAJ&hl=en&oe=ASCII
1700,,Hui Guo,https://scholar.google.com/citations?user=gC0JkPoAAAAJ&hl=en&oe=ASCII
1701,,Stefano Bromuri,https://scholar.google.com/citations?user=k-FVjS4AAAAJ&hl=en&oe=ASCII
1702,,Michael Ignaz Schumacher,https://scholar.google.com/citations?user=vx8TyckAAAAJ&hl=en&oe=ASCII
1703,,Esther Rodriguez-Villegas,https://scholar.google.com/citations?user=bpRWcTsAAAAJ&hl=en&oe=ASCII
1704,,"Eduardo Aguilar Pelaez, PhD",https://scholar.google.com/citations?user=SxtYnD4AAAAJ&hl=en&oe=ASCII
1705,,Francesca Toni,https://scholar.google.com/citations?user=L9dwO2cAAAAJ&hl=en&oe=ASCII
1706,,Federico Chesani,https://scholar.google.com/citations?user=f61bXgMAAAAJ&hl=en&oe=ASCII
1707,,Jeffrey C. Carver,https://scholar.google.com/citations?user=qGe7nJ0AAAAJ&hl=en&oe=ASCII
1708,,Jose Such,https://scholar.google.com/citations?user=xNr_IMUAAAAJ&hl=en&oe=ASCII
1709,,Natalia Criado,https://scholar.google.com/citations?user=9TL1eM4AAAAJ&hl=en&oe=ASCII
1710,Ahmed Kaffel,Mukesh Khare,https://scholar.google.com/citations?user=TRopN-4AAAAJ&hl=en&oe=ASCII
1711,,Amir Riaz,https://scholar.google.com/citations?user=hjR1q3QAAAAJ&hl=en&oe=ASCII
1712,,Michael Renardy,https://scholar.google.com/citations?user=xsHBvQMAAAAJ&hl=en&oe=ASCII
1713,Dennis George Kafura,Clifford A. Shaffer,https://scholar.google.com/citations?user=v0tJmyYAAAAJ&hl=en&oe=ASCII
1714,,Eli Tilevich,https://scholar.google.com/citations?user=t4OSUfgAAAAJ&hl=en&oe=ASCII
1715,,Sumit Shah,https://scholar.google.com/citations?user=ag2VrvsAAAAJ&hl=en&oe=ASCII
1716,,Denis Gracanin,https://scholar.google.com/citations?user=dhwyJggAAAAJ&hl=en&oe=ASCII
1717,,Bushra Tawfiq Chowdhury,https://scholar.google.com/citations?user=mVXCn1oAAAAJ&hl=en&oe=ASCII
1718,,Hussain Almohri,https://scholar.google.com/citations?user=vEHNsw0AAAAJ&hl=en&oe=ASCII
1719,,Calvin Ribbens,https://scholar.google.com/citations?user=gs_WpWIAAAAJ&hl=en&oe=ASCII
1720,,Manuel A. Pérez-Quiñones,https://scholar.google.com/citations?user=ZiR4ZnEAAAAJ&hl=en&oe=ASCII
1721,,Kate Keahey,https://scholar.google.com/citations?user=ocvPDcsAAAAJ&hl=en&oe=ASCII
1722,,Naren Ramakrishnan,https://scholar.google.com/citations?user=fMJwG7MAAAAJ&hl=en&oe=ASCII
1723,,Jean-Pierre Briot,https://scholar.google.com/citations?user=eTrhekUAAAAJ&hl=en&oe=ASCII
1724,,Michael Stewart,https://scholar.google.com/citations?user=PE1s-WgAAAAJ&hl=en&oe=ASCII
1725,,Chris Frisina,https://scholar.google.com/citations?user=3502RIMAAAAJ&hl=en&oe=ASCII
1726,,Timothy Lindquist,https://scholar.google.com/citations?user=26h2MnAAAAAJ&hl=en&oe=ASCII
1727,,Deborah Tatar,https://scholar.google.com/citations?user=LWcEVAIAAAAJ&hl=en&oe=ASCII
1728,,Andrea Kavanaugh,https://scholar.google.com/citations?user=qJWs9cAAAAAJ&hl=en&oe=ASCII
1729,,Mary Beth Rosson,https://scholar.google.com/citations?user=1GUWOTEAAAAJ&hl=en&oe=ASCII
1730,,"Karim Elish, Ph.D., SMIEEE, SMACM",https://scholar.google.com/citations?user=DW96hOsAAAAJ&hl=en&oe=ASCII
1731,Lalana Kagal,Tim Finin,https://scholar.google.com/citations?user=p5oWQ0AAAAAJ&hl=en&oe=ASCII
1732,,Anupam Joshi,https://scholar.google.com/citations?user=sJ7wlksAAAAJ&hl=en&oe=ASCII
1733,,Oshani Seneviratne,https://scholar.google.com/citations?user=88SHEBsAAAAJ&hl=en&oe=ASCII
1734,,Jim Hendler,https://scholar.google.com/citations?user=JNPbTdIAAAAJ&hl=en&oe=ASCII
1735,,Daniel J. Weitzner,https://scholar.google.com/citations?user=7RUOip8AAAAJ&hl=en&oe=ASCII
1736,,Leilani H. Gilpin,https://scholar.google.com/citations?user=UFT_ijYAAAAJ&hl=en&oe=ASCII
1737,,Dan Connolly,https://scholar.google.com/citations?user=QQ5jiS4AAAAJ&hl=en&oe=ASCII
1738,,Rebecca Montanari,https://scholar.google.com/citations?user=dtxw7ZYAAAAJ&hl=en&oe=ASCII
1739,,Evan Patton,https://scholar.google.com/citations?user=flmrF9QAAAAJ&hl=en&oe=ASCII
1740,,Yelena Yesha,https://scholar.google.com/citations?user=3aj4AM4AAAAJ&hl=en&oe=ASCII
1741,,Vaikkunth Mugunthan,https://scholar.google.com/citations?user=qtMAF_oAAAAJ&hl=en&oe=ASCII
1742,,Ilaria Liccardi,https://scholar.google.com/citations?user=uI-c6U4AAAAJ&hl=en&oe=ASCII
1743,,David Bau,https://scholar.google.com/citations?user=CYI6cKgAAAAJ&hl=en&oe=ASCII
1744,,Michael A. Specter,https://scholar.google.com/citations?user=lHmMK_4AAAAJ&hl=en&oe=ASCII
1745,,Ankesh Khandelwal,https://scholar.google.com/citations?user=ybs2HJ4AAAAJ&hl=en&oe=ASCII
1746,,Ravi Sandhu,https://scholar.google.com/citations?user=wic7YpkAAAAJ&hl=en&oe=ASCII
1747,,Bhavani Thuraisingham,https://scholar.google.com/citations?user=o_xUNWkAAAAJ&hl=en&oe=ASCII
1748,,Jianwei Niu,https://scholar.google.com/citations?user=WURkybsAAAAJ&hl=en&oe=ASCII
1749,,Katia Sycara,https://scholar.google.com/citations?user=VWv6a9kAAAAJ&hl=en&oe=ASCII
1750,,Murat Kantarcioglu,https://scholar.google.com/citations?user=qXb4xQMAAAAJ&hl=en&oe=ASCII
1751,Nabil Kahale,Noga Alon,https://scholar.google.com/citations?user=vOYl40wAAAAJ&hl=en&oe=ASCII
1752,,Ruediger Urbanke,https://scholar.google.com/citations?user=vFWw1NoAAAAJ&hl=en&oe=ASCII
1753,,"E. G. Coffman, Jr.",https://scholar.google.com/citations?user=Fj5sn6QAAAAJ&hl=en&oe=ASCII
1754,,Anja Feldmann,https://scholar.google.com/citations?user=mSK3340AAAAJ&hl=en&oe=ASCII
1755,,Torsten Suel,https://scholar.google.com/citations?user=eQUn8ugAAAAJ&hl=en&oe=ASCII
1756,Adar Kahana,Eli Turkel,https://scholar.google.com/citations?user=X8RRDNUAAAAJ&hl=en&oe=ASCII
1757,,Dan Givoli,https://scholar.google.com/citations?user=I4f23m0AAAAJ&hl=en&oe=ASCII
1758,,Shai Dekel,https://scholar.google.com/citations?user=Fe5A2BoAAAAJ&hl=en&oe=ASCII
1759,,Semyon Tsynkov,https://scholar.google.com/citations?user=DkfQgs0AAAAJ&hl=en&oe=ASCII
1760,Jürgen Lorenz,Ulrike Bingel,https://scholar.google.com/citations?user=c78JwKYAAAAJ&hl=en&oe=ASCII
1761,,Christian Büchel,https://scholar.google.com/citations?user=ah3qaYcAAAAJ&hl=en&oe=ASCII
1762,,Andreas K. Engel,https://scholar.google.com/citations?user=WreTMD0AAAAJ&hl=en&oe=ASCII
1763,,Bernd Lorenz,https://scholar.google.com/citations?user=XcztfqoAAAAJ&hl=en&oe=ASCII
1764,,Falk Eippert,https://scholar.google.com/citations?user=ND_aNEAAAAAJ&hl=en&oe=ASCII
1765,,Jan Gläscher,https://scholar.google.com/citations?user=1jj1F44AAAAJ&hl=en&oe=ASCII
1766,,Stefaan Van Damme,https://scholar.google.com/citations?user=9omJHowAAAAJ&hl=en&oe=ASCII
1767,,Geert Crombez,https://scholar.google.com/citations?user=UqiQa9AAAAAJ&hl=en&oe=ASCII
1768,,Donna J Cross,https://scholar.google.com/citations?user=EuAg7UkAAAAJ&hl=en&oe=ASCII
1769,,Luis Garcia-Larrea,https://scholar.google.com/citations?user=jkLUGesAAAAJ&hl=en&oe=ASCII
1770,,Dagfinn Matre,https://scholar.google.com/citations?user=TIJRFYgAAAAJ&hl=en&oe=ASCII
1771,,Yelena Granovsky,https://scholar.google.com/citations?user=-PZadPYAAAAJ&hl=en&oe=ASCII
1772,,Christian Gerloff,https://scholar.google.com/citations?user=FSjgXV8AAAAJ&hl=en&oe=ASCII
1773,,R.J. Stubbs,https://scholar.google.com/citations?user=kZsdDU8AAAAJ&hl=en&oe=ASCII
1774,,Monique Raats,https://scholar.google.com/citations?user=78RxX2gAAAAJ&hl=en&oe=ASCII
1775,,Joachim Westenhoefer,https://scholar.google.com/citations?user=Rlu7-G4AAAAJ&hl=en&oe=ASCII
1776,,Ernst Koster,https://scholar.google.com/citations?user=pFw40H0AAAAJ&hl=en&oe=ASCII
1777,,christopher eccleston,https://scholar.google.com/citations?user=uEK1RcoAAAAJ&hl=en&oe=ASCII
1778,,Dietrich Manzey,https://scholar.google.com/citations?user=EmFhGH8AAAAJ&hl=en&oe=ASCII
1779,,Boris Tolg,https://scholar.google.com/citations?user=CqjHjJAAAAAJ&hl=en&oe=ASCII
1780,Vagan Terziyan,Oleksiy Khriyenko,https://scholar.google.com/citations?user=VQwq4LAAAAAJ&hl=en&oe=ASCII
1781,,Artem Katasonov,https://scholar.google.com/citations?user=oDcAa30AAAAJ&hl=en&oe=ASCII
1782,,Vadim Ermolayev,https://scholar.google.com/citations?user=vaOHuLQAAAAJ&hl=en&oe=ASCII
1783,,Catholijn M. Jonker,https://scholar.google.com/citations?user=khyi_HIAAAAJ&hl=en&oe=ASCII
1784,,Jan Treur,https://scholar.google.com/citations?user=2NzjnkYAAAAJ&hl=en&oe=ASCII
1785,,Jorge Cardoso,https://scholar.google.com/citations?user=n9JFmAkAAAAJ&hl=en&oe=ASCII
1786,,Manfred Hauswirth,https://scholar.google.com/citations?user=WwjTJ3YAAAAJ&hl=en&oe=ASCII
1787,,Sergiy Nikitin,https://scholar.google.com/citations?user=6_YekZ8AAAAJ&hl=en&oe=ASCII
1788,Angela Peace,James Elser,https://scholar.google.com/citations?user=4FVc21wAAAAJ&hl=en&oe=ASCII
1789,,Lale Asik,https://scholar.google.com/citations?user=zREY2lAAAAAJ&hl=en&oe=ASCII
1790,,Yang Kuang,https://scholar.google.com/citations?user=-TfeDVcAAAAJ&hl=en&oe=ASCII
1791,,Allison K Shaw,https://scholar.google.com/citations?user=jH1l1boAAAAJ&hl=en&oe=ASCII
1792,,Marcia Kyle,https://scholar.google.com/citations?user=odCp2BcAAAAJ&hl=en&oe=ASCII
1793,,Michelle L. McCrackin,https://scholar.google.com/citations?user=jN0xAbkAAAAJ&hl=en&oe=ASCII
1794,,Alison Power,https://scholar.google.com/citations?user=OZ2r8mAAAAAJ&hl=en&oe=ASCII
1795,,Rebecca A. Everett,https://scholar.google.com/citations?user=OoRq4VUAAAAJ&hl=en&oe=ASCII
1796,,Md Rafiul Islam,https://scholar.google.com/citations?user=70rIWioAAAAJ&hl=en&oe=ASCII
1797,,Katharine Long,https://scholar.google.com/citations?user=Nb8DXX0AAAAJ&hl=en&oe=ASCII
1798,,Irakli Loladze,https://scholar.google.com/citations?user=8ZkUPbIAAAAJ&hl=en&oe=ASCII
1799,,Roger M Nisbet,https://scholar.google.com/citations?user=l_9TshUAAAAJ&hl=en&oe=ASCII
1800,,Erik Muller,https://scholar.google.com/citations?user=JVjGiE0AAAAJ&hl=en&oe=ASCII
1801,,Karen H. Watanabe,https://scholar.google.com/citations?user=ctpaTEoAAAAJ&hl=en&oe=ASCII
1802,,Christopher H. Remien,https://scholar.google.com/citations?user=mISai04AAAAJ&hl=en&oe=ASCII
1803,,Cheryl A Murphy,https://scholar.google.com/citations?user=a7sOwnAAAAAJ&hl=en&oe=ASCII
1804,,Natalia Garcia-Reyero,https://scholar.google.com/citations?user=Snxa14EAAAAJ&hl=en&oe=ASCII
1805,,Philipp Antczak,https://scholar.google.com/citations?user=iFalPcAAAAAJ&hl=en&oe=ASCII
1806,,Greg Mayer,https://scholar.google.com/citations?user=nANDa3kAAAAJ&hl=en&oe=ASCII
1807,,"Md Nazmul Hassan, PhD",https://scholar.google.com/citations?user=uDX32tgAAAAJ&hl=en&oe=ASCII
1808,Mark van der Laan,Katherine S Pollard,https://scholar.google.com/citations?user=TKmKZSAAAAAJ&hl=en&oe=ASCII
1809,,Sherri Rose,https://scholar.google.com/citations?user=Y5ytwWAAAAAJ&hl=en&oe=ASCII
1810,,Michael Rosenblum,https://scholar.google.com/citations?user=0LEOL50AAAAJ&hl=en&oe=ASCII
1811,Michael Peacey,In Uck Park,https://scholar.google.com/citations?user=af_9AnkAAAAJ&hl=en&oe=ASCII
1812,,Sebastian Ille,https://scholar.google.com/citations?user=pfVDKqoAAAAJ&hl=en&oe=ASCII
1813,,Jennifer Mayo,https://scholar.google.com/citations?user=UXBAFhoAAAAJ&hl=en&oe=ASCII
1814,,Michael Sanders,https://scholar.google.com/citations?user=kaBtQqUAAAAJ&hl=en&oe=ASCII
1815,,Garrett Morrow,https://scholar.google.com/citations?user=pJU3zS0AAAAJ&hl=en&oe=ASCII
1816,,John P Wihbey,https://scholar.google.com/citations?user=m529imsAAAAJ&hl=en&oe=ASCII
1817,,Myojung Chung,https://scholar.google.com/citations?user=ii3VFToAAAAJ&hl=en&oe=ASCII
1818,,Philip W. S. Newall,https://scholar.google.com/citations?user=MNm2_RcAAAAJ&hl=en&oe=ASCII
1819,Michael J G Peach,David J Tozer,https://scholar.google.com/citations?user=nWQPTMwAAAAJ&hl=en&oe=ASCII
1820,,Trygve Helgaker,https://scholar.google.com/citations?user=H4MxXlMAAAAJ&hl=en&oe=ASCII
1821,,Andrew M. Teale,https://scholar.google.com/citations?user=PT8Yr3kAAAAJ&hl=en&oe=ASCII
1822,,Thomas W. Keal,https://scholar.google.com/citations?user=wIoxosoAAAAJ&hl=en&oe=ASCII
1823,Stephanie J. Peacock,Martin Krkosek,https://scholar.google.com/citations?user=CiOd1jcAAAAJ&hl=en&oe=ASCII
1824,,Mark Lewis,https://scholar.google.com/citations?user=l_jCNmMAAAAJ&hl=en&oe=ASCII
1825,,Andrew W Bateman,https://scholar.google.com/citations?user=1GkooIEAAAAJ&hl=en&oe=ASCII
1826,,Susan Kutz,https://scholar.google.com/citations?user=nbHytCYAAAAJ&hl=en&oe=ASCII
1827,,Peter Molnar,https://scholar.google.com/citations?user=v8tR7BMAAAAJ&hl=en&oe=ASCII
1828,,Luke Allister Rogers,https://scholar.google.com/citations?user=9bH8Z34AAAAJ&hl=en&oe=ASCII
1829,,Crawford Revie,https://scholar.google.com/citations?user=5ErDDgQAAAAJ&hl=en&oe=ASCII
1830,,Jessica Ann Phillips,https://scholar.google.com/citations?user=mDWLhTMAAAAJ&hl=en&oe=ASCII
1831,,Ray Hilborn,https://scholar.google.com/citations?user=7vpKH6IAAAAJ&hl=en&oe=ASCII
1832,,John Volpe,https://scholar.google.com/citations?user=Zxz3rLgAAAAJ&hl=en&oe=ASCII
1833,,James R. Irvine,https://scholar.google.com/citations?user=tyAQk6kAAAAJ&hl=en&oe=ASCII
1834,,Devin Kirk,https://scholar.google.com/citations?user=eASqw1YAAAAJ&hl=en&oe=ASCII
1835,,Natalie T. Jones,https://scholar.google.com/citations?user=LNZ5Sq4AAAAJ&hl=en&oe=ASCII
1836,,Pepijn Luijckx,https://scholar.google.com/citations?user=snJ9lsgAAAAJ&hl=en&oe=ASCII
1837,,Carrie Holt,https://scholar.google.com/citations?user=ikV64uYAAAAJ&hl=en&oe=ASCII
1838,,Maya Groner,https://scholar.google.com/citations?user=jwRrLE4AAAAJ&hl=en&oe=ASCII
1839,,Sean Godwin,https://scholar.google.com/citations?user=bnGLtrYAAAAJ&hl=en&oe=ASCII
1840,,Ulrike Schlägel,https://scholar.google.com/citations?user=1WCvDDoAAAAJ&hl=en&oe=ASCII
1841,,L N Frazer,https://scholar.google.com/citations?user=-VQho2MAAAAJ&hl=en&oe=ASCII
1842,,O. Alejandro Aleuy,https://scholar.google.com/citations?user=lkaJEGQAAAAJ&hl=en&oe=ASCII
1843,Charles A. Pierce,Herman Aguinis,https://scholar.google.com/citations?user=VbMNUXoAAAAJ&hl=en&oe=ASCII
1844,,Frank Bosco,https://scholar.google.com/citations?user=pTZvihIAAAAJ&hl=en&oe=ASCII
1845,,James G. Field,https://scholar.google.com/citations?user=G3a-ALAAAAAJ&hl=en&oe=ASCII
1846,,Steven Andrew Culpepper,https://scholar.google.com/citations?user=wlvCFOIAAAAJ&hl=en&oe=ASCII
1847,,Julie Hancock,https://scholar.google.com/citations?user=aVSiqLYAAAAJ&hl=en&oe=ASCII
1848,,Ivan Muslin,https://scholar.google.com/citations?user=qWwHJcQAAAAJ&hl=en&oe=ASCII
1849,,Alaina Courtney Keim,https://scholar.google.com/citations?user=zEj55A4AAAAJ&hl=en&oe=ASCII
1850,,Brian M. Quigley,https://scholar.google.com/citations?user=GgsATGoAAAAJ&hl=en&oe=ASCII
1851,,Brian K Boyd,https://scholar.google.com/citations?user=u5JBm50AAAAJ&hl=en&oe=ASCII
1852,,Jeremy C Short,https://scholar.google.com/citations?user=ptaqbaYAAAAJ&hl=en&oe=ASCII
1853,,Michael Sturman,https://scholar.google.com/citations?user=mlIHnp8AAAAJ&hl=en&oe=ASCII
1854,,"Dr. Eric T. Brey, Ph.D.",https://scholar.google.com/citations?user=jONFf1cAAAAJ&hl=en&oe=ASCII
1855,,Katherine Karl,https://scholar.google.com/citations?user=gZlR7HcAAAAJ&hl=en&oe=ASCII
1856,,William H. Bommer,https://scholar.google.com/citations?user=_e6xproAAAAJ&hl=en&oe=ASCII
1857,,deborah erdos knapp,https://scholar.google.com/citations?user=weixe7wAAAAJ&hl=en&oe=ASCII
1858,,Erik Markin,https://scholar.google.com/citations?user=vlDlzaEAAAAJ&hl=en&oe=ASCII
1859,Douglas K Pearce,Karlyn Mitchell,https://scholar.google.com/citations?user=j3_UsyEAAAAJ&hl=en&oe=ASCII
1860,,Vance Roley,https://scholar.google.com/citations?user=3G1uW1YAAAAJ&hl=en&oe=ASCII
1861,,Craig S. Hakkio,https://scholar.google.com/citations?user=mkbf4hUAAAAJ&hl=en&oe=ASCII
1862,,Sara Reiter,https://scholar.google.com/citations?user=YdMXsT4AAAAJ&hl=en&oe=ASCII
1863,Oliver Pfaffel,Robert Stelzer,https://scholar.google.com/citations?user=3YWlYOIAAAAJ&hl=en&oe=ASCII
1864,,Richard A. Davis,https://scholar.google.com/citations?user=i3u1HSYAAAAJ&hl=en&oe=ASCII
1865,,Eckhard Schlemm,https://scholar.google.com/citations?user=ulHD8NUAAAAJ&hl=en&oe=ASCII
1866,,Eberhard Mayerhofer,https://scholar.google.com/citations?user=N-A7h6EAAAAJ&hl=en&oe=ASCII
1867,,Johannes Muhle-Karbe,https://scholar.google.com/citations?user=eNr-L2YAAAAJ&hl=en&oe=ASCII
1868,Christian Bär,Bernd Ammann,https://scholar.google.com/citations?user=FoHiOGsAAAAJ&hl=en&oe=ASCII
1869,,Klaus Fredenhagen,https://scholar.google.com/citations?user=pYBdBjkAAAAJ&hl=en&oe=ASCII
1870,,Alexander Strohmaier,https://scholar.google.com/citations?user=Il3FKHMAAAAJ&hl=en&oe=ASCII
1871,,Christian Becker,https://scholar.google.com/citations?user=TyHPk10AAAAJ&hl=en&oe=ASCII
1872,,G. P. Bessa,https://scholar.google.com/citations?user=Cbry9NIAAAAJ&hl=en&oe=ASCII
1873,,Rafe Mazzeo,https://scholar.google.com/citations?user=p3LpUV0AAAAJ&hl=en&oe=ASCII
1874,,Gert-Martin Greuel,https://scholar.google.com/citations?user=3xbtgnUAAAAJ&hl=en&oe=ASCII
1875,,Christoph Stephan,https://scholar.google.com/citations?user=C6oFkY4AAAAJ&hl=en&oe=ASCII
1876,,Lashi Bandara,https://scholar.google.com/citations?user=_D55D0sAAAAJ&hl=en&oe=ASCII
1877,,Andrzej Sitarz,https://scholar.google.com/citations?user=B4VsQc4AAAAJ&hl=en&oe=ASCII
1878,Bernd Ammann,Victor Nistor,https://scholar.google.com/citations?user=F9gokPUAAAAJ&hl=en&oe=ASCII
1879,,Mattias Dahl,https://scholar.google.com/citations?user=9eMRVIYAAAAJ&hl=en&oe=ASCII
1880,,Christian Bär,https://scholar.google.com/citations?user=uWyDsKMAAAAJ&hl=en&oe=ASCII
1881,,Alexandru Ionescu,https://scholar.google.com/citations?user=Sb6K_wkAAAAJ&hl=en&oe=ASCII
1882,,Hartmut Weiß,https://scholar.google.com/citations?user=i2YYyPMAAAAJ&hl=en&oe=ASCII
1883,,Andras Vasy,https://scholar.google.com/citations?user=CyQg6kkAAAAJ&hl=en&oe=ASCII
1884,,Andrei Moroianu,https://scholar.google.com/citations?user=2QRzNoQAAAAJ&hl=en&oe=ASCII
1885,,Sergiu Moroianu,https://scholar.google.com/citations?user=CIVoSIsAAAAJ&hl=en&oe=ASCII
1886,,Raphael Zentner,https://scholar.google.com/citations?user=OkyePmAAAAAJ&hl=en&oe=ASCII
1887,,Olaf Müller,https://scholar.google.com/citations?user=7jCWUYMAAAAJ&hl=en&oe=ASCII
1888,Dietmar Pfahl,Guenther Ruhe,https://scholar.google.com/citations?user=5nL_z0oAAAAJ&hl=en&oe=ASCII
1889,,Andreas Jedlitschka,https://scholar.google.com/citations?user=dSa4IckAAAAJ&hl=en&oe=ASCII
1890,,Vahid Garousi,https://scholar.google.com/citations?user=QegkmZcAAAAJ&hl=en&oe=ASCII
1891,,Barbara  Ann Kitchenham,https://scholar.google.com/citations?user=CQDOm2gAAAAJ&hl=en&oe=ASCII
1892,,Michael Felderer,https://scholar.google.com/citations?user=4kwCpCcAAAAJ&hl=en&oe=ASCII
1893,,Markku Oivo,https://scholar.google.com/citations?user=uB8RRWYAAAAJ&hl=en&oe=ASCII
1894,,Marco Kuhrmann,https://scholar.google.com/citations?user=Ut0d1ZEAAAAJ&hl=en&oe=ASCII
1895,,David Raffo,https://scholar.google.com/citations?user=ngDZcscAAAAJ&hl=en&oe=ASCII
1896,,Marcus Ciolkowski,https://scholar.google.com/citations?user=bS2m1RMAAAAJ&hl=en&oe=ASCII
1897,,Rafael Prikladnicki,https://scholar.google.com/citations?user=_W9zu7sAAAAJ&hl=en&oe=ASCII
1898,,Jürgen Münch,https://scholar.google.com/citations?user=7YIiCJoAAAAJ&hl=en&oe=ASCII
1899,,Ezequiel Scott,https://scholar.google.com/citations?user=aGN0fXkAAAAJ&hl=en&oe=ASCII
1900,,Faiz Ali Shah,https://scholar.google.com/citations?user=CaJ3quAAAAAJ&hl=en&oe=ASCII
